#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
       27123      0.000000e+00      0.000000e+00      0.000000e+00
       27124      0.000000e+00      0.000000e+00      0.000000e+00
       27125      0.000000e+00      0.000000e+00      0.000000e+00
       27126      0.000000e+00      0.000000e+00      0.000000e+00
       27127      0.000000e+00      0.000000e+00      0.000000e+00
       27128      0.000000e+00      0.000000e+00      0.000000e+00
       27129      0.000000e+00      0.000000e+00      0.000000e+00
       27130      0.000000e+00      0.000000e+00      0.000000e+00
       27131      0.000000e+00      0.000000e+00      0.000000e+00
       27132      0.000000e+00      0.000000e+00      0.000000e+00
       27133      0.000000e+00      0.000000e+00      0.000000e+00
       27134      0.000000e+00      0.000000e+00      0.000000e+00
       27135      0.000000e+00      0.000000e+00      0.000000e+00
       27136      0.000000e+00      0.000000e+00      0.000000e+00
       27137      0.000000e+00      0.000000e+00      0.000000e+00
       27138      0.000000e+00      0.000000e+00      0.000000e+00
       27139      0.000000e+00      0.000000e+00      0.000000e+00
       27140      0.000000e+00      0.000000e+00      0.000000e+00
       27141      0.000000e+00      0.000000e+00      0.000000e+00
       27142      0.000000e+00      0.000000e+00      0.000000e+00
       27143      0.000000e+00      0.000000e+00      0.000000e+00
       27144      0.000000e+00      0.000000e+00      0.000000e+00
       27145      0.000000e+00      0.000000e+00      0.000000e+00
       27146      0.000000e+00      0.000000e+00      0.000000e+00
       27147      0.000000e+00      0.000000e+00      0.000000e+00
       27148      0.000000e+00      0.000000e+00      0.000000e+00
       27149      0.000000e+00      0.000000e+00      0.000000e+00
       27150      0.000000e+00      0.000000e+00      0.000000e+00
       27151      0.000000e+00      0.000000e+00      0.000000e+00
       27152      0.000000e+00      0.000000e+00      0.000000e+00
       27153      0.000000e+00      0.000000e+00      0.000000e+00
       27154      0.000000e+00      0.000000e+00      0.000000e+00
       27155      0.000000e+00      0.000000e+00      0.000000e+00
       27156      0.000000e+00      0.000000e+00      0.000000e+00
       27157      0.000000e+00      0.000000e+00      0.000000e+00
       27158      0.000000e+00      0.000000e+00      0.000000e+00
       27159      0.000000e+00      0.000000e+00      0.000000e+00
       27160      0.000000e+00      0.000000e+00      0.000000e+00
       27161      0.000000e+00      0.000000e+00      0.000000e+00
       27162      0.000000e+00      0.000000e+00      0.000000e+00
       27163      0.000000e+00      0.000000e+00      0.000000e+00
       27164      0.000000e+00      0.000000e+00      0.000000e+00
       27165      0.000000e+00      0.000000e+00      0.000000e+00
       27166      0.000000e+00      0.000000e+00      0.000000e+00
       27167      0.000000e+00      0.000000e+00      0.000000e+00
       27168      0.000000e+00      0.000000e+00      0.000000e+00
       27169      0.000000e+00      0.000000e+00      0.000000e+00
       27170      0.000000e+00      0.000000e+00      0.000000e+00
       27171      0.000000e+00      0.000000e+00      0.000000e+00
       27172      0.000000e+00      0.000000e+00      0.000000e+00
       27173      0.000000e+00      0.000000e+00      0.000000e+00
       27174      0.000000e+00      0.000000e+00      0.000000e+00
       27175      0.000000e+00      0.000000e+00      0.000000e+00
       27176      0.000000e+00      0.000000e+00      0.000000e+00
       27177      0.000000e+00      0.000000e+00      0.000000e+00
       27178      0.000000e+00      0.000000e+00      0.000000e+00
       27179      0.000000e+00      0.000000e+00      0.000000e+00
       27180      0.000000e+00      0.000000e+00      0.000000e+00
       27181      0.000000e+00      0.000000e+00      0.000000e+00
       27182      0.000000e+00      0.000000e+00      0.000000e+00
       27183      0.000000e+00      0.000000e+00      0.000000e+00
       27184      0.000000e+00      0.000000e+00      0.000000e+00
       27185      0.000000e+00      0.000000e+00      0.000000e+00
       27186      0.000000e+00      0.000000e+00      0.000000e+00
       27187      0.000000e+00      0.000000e+00      0.000000e+00
       27188      0.000000e+00      0.000000e+00      0.000000e+00
       27189      0.000000e+00      0.000000e+00      0.000000e+00
       27190      0.000000e+00      0.000000e+00      0.000000e+00
       27191      0.000000e+00      0.000000e+00      0.000000e+00
       27192      0.000000e+00      0.000000e+00      0.000000e+00
       27193      0.000000e+00      0.000000e+00      0.000000e+00
       27194      0.000000e+00      0.000000e+00      0.000000e+00
       27195      0.000000e+00      0.000000e+00      0.000000e+00
       27196      0.000000e+00      0.000000e+00      0.000000e+00
       27197      0.000000e+00      0.000000e+00      0.000000e+00
       27198      0.000000e+00      0.000000e+00      0.000000e+00
       27199      0.000000e+00      0.000000e+00      0.000000e+00
       27200      0.000000e+00      0.000000e+00      0.000000e+00
       27201      0.000000e+00      0.000000e+00      0.000000e+00
       27202      0.000000e+00      0.000000e+00      0.000000e+00
       27203      0.000000e+00      0.000000e+00      0.000000e+00
       27204      0.000000e+00      0.000000e+00      0.000000e+00
       27205      0.000000e+00      0.000000e+00      0.000000e+00
       27206      0.000000e+00      0.000000e+00      0.000000e+00
       27207      0.000000e+00      0.000000e+00      0.000000e+00
       27208      0.000000e+00      0.000000e+00      0.000000e+00
       27209      0.000000e+00      0.000000e+00      0.000000e+00
       27210      0.000000e+00      0.000000e+00      0.000000e+00
       27211      0.000000e+00      0.000000e+00      0.000000e+00
       27212      0.000000e+00      0.000000e+00      0.000000e+00
       27213      0.000000e+00      0.000000e+00      0.000000e+00
       27214      0.000000e+00      0.000000e+00      0.000000e+00
       27215      0.000000e+00      0.000000e+00      0.000000e+00
       27216      0.000000e+00      0.000000e+00      0.000000e+00
       27217      0.000000e+00      0.000000e+00      0.000000e+00
       27218      0.000000e+00      0.000000e+00      0.000000e+00
       27219      0.000000e+00      0.000000e+00      0.000000e+00
       27220      0.000000e+00      0.000000e+00      0.000000e+00
       27221      0.000000e+00      0.000000e+00      0.000000e+00
       27222      0.000000e+00      0.000000e+00      0.000000e+00
       27223      0.000000e+00      0.000000e+00      0.000000e+00
       27224      0.000000e+00      0.000000e+00      0.000000e+00
       27225      0.000000e+00      0.000000e+00      0.000000e+00
       27226      0.000000e+00      0.000000e+00      0.000000e+00
       27227      0.000000e+00      0.000000e+00      0.000000e+00
       27228      0.000000e+00      0.000000e+00      0.000000e+00
       27229      0.000000e+00      0.000000e+00      0.000000e+00
       27230      0.000000e+00      0.000000e+00      0.000000e+00
       27231      0.000000e+00      0.000000e+00      0.000000e+00
       27232      0.000000e+00      0.000000e+00      0.000000e+00
       27233      0.000000e+00      0.000000e+00      0.000000e+00
       27234      0.000000e+00      0.000000e+00      0.000000e+00
       27235      0.000000e+00      0.000000e+00      0.000000e+00
       27236      0.000000e+00      0.000000e+00      0.000000e+00
       27237      0.000000e+00      0.000000e+00      0.000000e+00
       27238      0.000000e+00      0.000000e+00      0.000000e+00
       27239      0.000000e+00      0.000000e+00      0.000000e+00
       27240      0.000000e+00      0.000000e+00      0.000000e+00
       27241      0.000000e+00      0.000000e+00      0.000000e+00
       27242      0.000000e+00      0.000000e+00      0.000000e+00
       27243      0.000000e+00      0.000000e+00      0.000000e+00
       27244      0.000000e+00      0.000000e+00      0.000000e+00
       27245      0.000000e+00      0.000000e+00      0.000000e+00
       27246      0.000000e+00      0.000000e+00      0.000000e+00
       27247      0.000000e+00      0.000000e+00      0.000000e+00
       27248      0.000000e+00      0.000000e+00      0.000000e+00
       27249      0.000000e+00      0.000000e+00      0.000000e+00
       27250      0.000000e+00      0.000000e+00      0.000000e+00
       27251      0.000000e+00      0.000000e+00      0.000000e+00
       27252      0.000000e+00      0.000000e+00      0.000000e+00
       27253      0.000000e+00      0.000000e+00      0.000000e+00
       27254      0.000000e+00      0.000000e+00      0.000000e+00
       27255      0.000000e+00      0.000000e+00      0.000000e+00
       27256      0.000000e+00      0.000000e+00      0.000000e+00
       27257      0.000000e+00      0.000000e+00      0.000000e+00
       27258      0.000000e+00      0.000000e+00      0.000000e+00
       27259      0.000000e+00      0.000000e+00      0.000000e+00
       27260      0.000000e+00      0.000000e+00      0.000000e+00
       27261      0.000000e+00      0.000000e+00      0.000000e+00
       27262      0.000000e+00      0.000000e+00      0.000000e+00
       27263      0.000000e+00      0.000000e+00      0.000000e+00
       27264      0.000000e+00      0.000000e+00      0.000000e+00
       27265      0.000000e+00      0.000000e+00      0.000000e+00
       27266      0.000000e+00      0.000000e+00      0.000000e+00
       27267      0.000000e+00      0.000000e+00      0.000000e+00
       27268      0.000000e+00      0.000000e+00      0.000000e+00
       27269      0.000000e+00      0.000000e+00      0.000000e+00
       27270      0.000000e+00      0.000000e+00      0.000000e+00
       27271      0.000000e+00      0.000000e+00      0.000000e+00
       27272      0.000000e+00      0.000000e+00      0.000000e+00
       27273      0.000000e+00      0.000000e+00      0.000000e+00
       27274      0.000000e+00      0.000000e+00      0.000000e+00
       27275      0.000000e+00      0.000000e+00      0.000000e+00
       27276      0.000000e+00      0.000000e+00      0.000000e+00
       27277      0.000000e+00      0.000000e+00      0.000000e+00
       27278      0.000000e+00      0.000000e+00      0.000000e+00
       27279      0.000000e+00      0.000000e+00      0.000000e+00
       27280      0.000000e+00      0.000000e+00      0.000000e+00
       27281      0.000000e+00      0.000000e+00      0.000000e+00
       27282      0.000000e+00      0.000000e+00      0.000000e+00
       27283      0.000000e+00      0.000000e+00      0.000000e+00
       27284      0.000000e+00      0.000000e+00      0.000000e+00
       27285      0.000000e+00      0.000000e+00      0.000000e+00
       27286      0.000000e+00      0.000000e+00      0.000000e+00
       27287      0.000000e+00      0.000000e+00      0.000000e+00
       27288      0.000000e+00      0.000000e+00      0.000000e+00
       27289      0.000000e+00      0.000000e+00      0.000000e+00
       27290      0.000000e+00      0.000000e+00      0.000000e+00
       27291      0.000000e+00      0.000000e+00      0.000000e+00
       27292      0.000000e+00      0.000000e+00      0.000000e+00
       27293      0.000000e+00      0.000000e+00      0.000000e+00
       27294      0.000000e+00      0.000000e+00      0.000000e+00
       27295      0.000000e+00      0.000000e+00      0.000000e+00
       27296      0.000000e+00      0.000000e+00      0.000000e+00
       27297      0.000000e+00      0.000000e+00      0.000000e+00
       27298      0.000000e+00      0.000000e+00      0.000000e+00
       27299      0.000000e+00      0.000000e+00      0.000000e+00
       27300      0.000000e+00      0.000000e+00      0.000000e+00
       27301      0.000000e+00      0.000000e+00      0.000000e+00
       27302      0.000000e+00      0.000000e+00      0.000000e+00
       27303      0.000000e+00      0.000000e+00      0.000000e+00
       27304      0.000000e+00      0.000000e+00      0.000000e+00
       27305      0.000000e+00      0.000000e+00      0.000000e+00
       27306      0.000000e+00      0.000000e+00      0.000000e+00
       27307      0.000000e+00      0.000000e+00      0.000000e+00
       27308      0.000000e+00      0.000000e+00      0.000000e+00
       27309      0.000000e+00      0.000000e+00      0.000000e+00
       27310      0.000000e+00      0.000000e+00      0.000000e+00
       27311      0.000000e+00      0.000000e+00      0.000000e+00
       27312      0.000000e+00      0.000000e+00      0.000000e+00
       27313      0.000000e+00      0.000000e+00      0.000000e+00
       27314      0.000000e+00      0.000000e+00      0.000000e+00
       27315      0.000000e+00      0.000000e+00      0.000000e+00
       27316      0.000000e+00      0.000000e+00      0.000000e+00
       27317      0.000000e+00      0.000000e+00      0.000000e+00
       27318      0.000000e+00      0.000000e+00      0.000000e+00
       27319      0.000000e+00      0.000000e+00      0.000000e+00
       27320      0.000000e+00      0.000000e+00      0.000000e+00
       27321      0.000000e+00      0.000000e+00      0.000000e+00
       27322      0.000000e+00      0.000000e+00      0.000000e+00
       27323      0.000000e+00      0.000000e+00      0.000000e+00
       27324      0.000000e+00      0.000000e+00      0.000000e+00
       27325      0.000000e+00      0.000000e+00      0.000000e+00
       27326      0.000000e+00      0.000000e+00      0.000000e+00
       27327      0.000000e+00      0.000000e+00      0.000000e+00
       27328      0.000000e+00      0.000000e+00      0.000000e+00
       27329      0.000000e+00      0.000000e+00      0.000000e+00
       27330      0.000000e+00      0.000000e+00      0.000000e+00
       27331      0.000000e+00      0.000000e+00      0.000000e+00
       27332      0.000000e+00      0.000000e+00      0.000000e+00
       27333      0.000000e+00      0.000000e+00      0.000000e+00
       27334      0.000000e+00      0.000000e+00      0.000000e+00
       27335      0.000000e+00      0.000000e+00      0.000000e+00
       27336      0.000000e+00      0.000000e+00      0.000000e+00
       27337      0.000000e+00      0.000000e+00      0.000000e+00
       27338      0.000000e+00      0.000000e+00      0.000000e+00
       27339      0.000000e+00      0.000000e+00      0.000000e+00
       27340      0.000000e+00      0.000000e+00      0.000000e+00
       27341      0.000000e+00      0.000000e+00      0.000000e+00
       27342      0.000000e+00      0.000000e+00      0.000000e+00
       27343      0.000000e+00      0.000000e+00      0.000000e+00
       27344      0.000000e+00      0.000000e+00      0.000000e+00
       27345      0.000000e+00      0.000000e+00      0.000000e+00
       27346      0.000000e+00      0.000000e+00      0.000000e+00
       27347      0.000000e+00      0.000000e+00      0.000000e+00
       27348      0.000000e+00      0.000000e+00      0.000000e+00
       27349      0.000000e+00      0.000000e+00      0.000000e+00
       27350      0.000000e+00      0.000000e+00      0.000000e+00
       27351      0.000000e+00      0.000000e+00      0.000000e+00
       27352      0.000000e+00      0.000000e+00      0.000000e+00
       27353      0.000000e+00      0.000000e+00      0.000000e+00
       27354      0.000000e+00      0.000000e+00      0.000000e+00
       27355      0.000000e+00      0.000000e+00      0.000000e+00
       27356      0.000000e+00      0.000000e+00      0.000000e+00
       27357      0.000000e+00      0.000000e+00      0.000000e+00
       27358      0.000000e+00      0.000000e+00      0.000000e+00
       27359      0.000000e+00      0.000000e+00      0.000000e+00
       27360      0.000000e+00      0.000000e+00      0.000000e+00
       27361      0.000000e+00      0.000000e+00      0.000000e+00
       27362      0.000000e+00      0.000000e+00      0.000000e+00
       27363      0.000000e+00      0.000000e+00      0.000000e+00
       27364      0.000000e+00      0.000000e+00      0.000000e+00
       27365      0.000000e+00      0.000000e+00      0.000000e+00
       27366      0.000000e+00      0.000000e+00      0.000000e+00
       27367      0.000000e+00      0.000000e+00      0.000000e+00
       27368      0.000000e+00      0.000000e+00      0.000000e+00
       27369      0.000000e+00      0.000000e+00      0.000000e+00
       27370      0.000000e+00      0.000000e+00      0.000000e+00
       27371      0.000000e+00      0.000000e+00      0.000000e+00
       27372      0.000000e+00      0.000000e+00      0.000000e+00
       27373      0.000000e+00      0.000000e+00      0.000000e+00
       27374      0.000000e+00      0.000000e+00      0.000000e+00
       27375      0.000000e+00      0.000000e+00      0.000000e+00
       27376      0.000000e+00      0.000000e+00      0.000000e+00
       27377      0.000000e+00      0.000000e+00      0.000000e+00
       27378      0.000000e+00      0.000000e+00      0.000000e+00
       27379      0.000000e+00      0.000000e+00      0.000000e+00
       27380      0.000000e+00      0.000000e+00      0.000000e+00
       27381      0.000000e+00      0.000000e+00      0.000000e+00
       27382      0.000000e+00      0.000000e+00      0.000000e+00
       27383      0.000000e+00      0.000000e+00      0.000000e+00
       27384      0.000000e+00      0.000000e+00      0.000000e+00
       27385      0.000000e+00      0.000000e+00      0.000000e+00
       27386      0.000000e+00      0.000000e+00      0.000000e+00
       27387      0.000000e+00      0.000000e+00      0.000000e+00
       27388      0.000000e+00      0.000000e+00      0.000000e+00
       27389      0.000000e+00      0.000000e+00      0.000000e+00
       27390      0.000000e+00      0.000000e+00      0.000000e+00
       27391      0.000000e+00      0.000000e+00      0.000000e+00
       27392      0.000000e+00      0.000000e+00      0.000000e+00
       27393      0.000000e+00      0.000000e+00      0.000000e+00
       27394      0.000000e+00      0.000000e+00      0.000000e+00
       27395      0.000000e+00      0.000000e+00      0.000000e+00
       27396      0.000000e+00      0.000000e+00      0.000000e+00
       27397      0.000000e+00      0.000000e+00      0.000000e+00
       27398      0.000000e+00      0.000000e+00      0.000000e+00
       27399      0.000000e+00      0.000000e+00      0.000000e+00
       27400      0.000000e+00      0.000000e+00      0.000000e+00
       27401      0.000000e+00      0.000000e+00      0.000000e+00
       27402      0.000000e+00      0.000000e+00      0.000000e+00
       27403      0.000000e+00      0.000000e+00      0.000000e+00
       27404      0.000000e+00      0.000000e+00      0.000000e+00
       27405      0.000000e+00      0.000000e+00      0.000000e+00
       27406      0.000000e+00      0.000000e+00      0.000000e+00
       27407      0.000000e+00      0.000000e+00      0.000000e+00
       27408      0.000000e+00      0.000000e+00      0.000000e+00
       27409      0.000000e+00      0.000000e+00      0.000000e+00
       27410      0.000000e+00      0.000000e+00      0.000000e+00
       27411      0.000000e+00      0.000000e+00      0.000000e+00
       27412      0.000000e+00      0.000000e+00      0.000000e+00
       27413      0.000000e+00      0.000000e+00      0.000000e+00
       27414      0.000000e+00      0.000000e+00      0.000000e+00
       27415      0.000000e+00      0.000000e+00      0.000000e+00
       27416      0.000000e+00      0.000000e+00      0.000000e+00
       27417      0.000000e+00      0.000000e+00      0.000000e+00
       27418      0.000000e+00      0.000000e+00      0.000000e+00
       27419      0.000000e+00      0.000000e+00      0.000000e+00
       27420      0.000000e+00      0.000000e+00      0.000000e+00
       27421      0.000000e+00      0.000000e+00      0.000000e+00
       27422      0.000000e+00      0.000000e+00      0.000000e+00
       27423      0.000000e+00      0.000000e+00      0.000000e+00
       27424      0.000000e+00      0.000000e+00      0.000000e+00
       27425      0.000000e+00      0.000000e+00      0.000000e+00
       27426      0.000000e+00      0.000000e+00      0.000000e+00
       27427      0.000000e+00      0.000000e+00      0.000000e+00
       27428      0.000000e+00      0.000000e+00      0.000000e+00
       27429      0.000000e+00      0.000000e+00      0.000000e+00
       27430      0.000000e+00      0.000000e+00      0.000000e+00
       27431      0.000000e+00      0.000000e+00      0.000000e+00
       27432      0.000000e+00      0.000000e+00      0.000000e+00
       27433      0.000000e+00      0.000000e+00      0.000000e+00
       27434      0.000000e+00      0.000000e+00      0.000000e+00
       27435      0.000000e+00      0.000000e+00      0.000000e+00
       27436      0.000000e+00      0.000000e+00      0.000000e+00
       27437      0.000000e+00      0.000000e+00      0.000000e+00
       27438      0.000000e+00      0.000000e+00      0.000000e+00
       27439      0.000000e+00      0.000000e+00      0.000000e+00
       27440      0.000000e+00      0.000000e+00      0.000000e+00
       27441      0.000000e+00      0.000000e+00      0.000000e+00
       27442      0.000000e+00      0.000000e+00      0.000000e+00
       27443      0.000000e+00      0.000000e+00      0.000000e+00
       27444      0.000000e+00      0.000000e+00      0.000000e+00
       27445      0.000000e+00      0.000000e+00      0.000000e+00
       27446      0.000000e+00      0.000000e+00      0.000000e+00
       27447      0.000000e+00      0.000000e+00      0.000000e+00
       27448      0.000000e+00      0.000000e+00      0.000000e+00
       27449      0.000000e+00      0.000000e+00      0.000000e+00
       27450      0.000000e+00      0.000000e+00      0.000000e+00
       27451      0.000000e+00      0.000000e+00      0.000000e+00
       27452      0.000000e+00      0.000000e+00      0.000000e+00
       27453      0.000000e+00      0.000000e+00      0.000000e+00
       27454      0.000000e+00      0.000000e+00      0.000000e+00
       27455      0.000000e+00      0.000000e+00      0.000000e+00
       27456      0.000000e+00      0.000000e+00      0.000000e+00
       27457      0.000000e+00      0.000000e+00      0.000000e+00
       27458      0.000000e+00      0.000000e+00      0.000000e+00
       27459      0.000000e+00      0.000000e+00      0.000000e+00
       27460      0.000000e+00      0.000000e+00      0.000000e+00
       27461      0.000000e+00      0.000000e+00      0.000000e+00
       27462      0.000000e+00      0.000000e+00      0.000000e+00
       27463      0.000000e+00      0.000000e+00      0.000000e+00
       27464      0.000000e+00      0.000000e+00      0.000000e+00
       27465      0.000000e+00      0.000000e+00      0.000000e+00
       27466      0.000000e+00      0.000000e+00      0.000000e+00
       27467      0.000000e+00      0.000000e+00      0.000000e+00
       27468      0.000000e+00      0.000000e+00      0.000000e+00
       27469      0.000000e+00      0.000000e+00      0.000000e+00
       27470      0.000000e+00      0.000000e+00      0.000000e+00
       27471      0.000000e+00      0.000000e+00      0.000000e+00
       27472      0.000000e+00      0.000000e+00      0.000000e+00
       27473      0.000000e+00      0.000000e+00      0.000000e+00
       27474      0.000000e+00      0.000000e+00      0.000000e+00
       27475      0.000000e+00      0.000000e+00      0.000000e+00
       27476      0.000000e+00      0.000000e+00      0.000000e+00
       27477      0.000000e+00      0.000000e+00      0.000000e+00
       27478      0.000000e+00      0.000000e+00      0.000000e+00
       27479      0.000000e+00      0.000000e+00      0.000000e+00
       27480      0.000000e+00      0.000000e+00      0.000000e+00
       27481      0.000000e+00      0.000000e+00      0.000000e+00
       27482      0.000000e+00      0.000000e+00      0.000000e+00
       27483      0.000000e+00      0.000000e+00      0.000000e+00
       27484      0.000000e+00      0.000000e+00      0.000000e+00
       27485      0.000000e+00      0.000000e+00      0.000000e+00
       27486      0.000000e+00      0.000000e+00      0.000000e+00
       27487      0.000000e+00      0.000000e+00      0.000000e+00
       27488      0.000000e+00      0.000000e+00      0.000000e+00
       27489      0.000000e+00      0.000000e+00      0.000000e+00
       27490      0.000000e+00      0.000000e+00      0.000000e+00
       27491      0.000000e+00      0.000000e+00      0.000000e+00
       27492      0.000000e+00      0.000000e+00      0.000000e+00
       27493      0.000000e+00      0.000000e+00      0.000000e+00
       27494      0.000000e+00      0.000000e+00      0.000000e+00
       27495      0.000000e+00      0.000000e+00      0.000000e+00
       27496      0.000000e+00      0.000000e+00      0.000000e+00
       27497      0.000000e+00      0.000000e+00      0.000000e+00
       27498      0.000000e+00      0.000000e+00      0.000000e+00
       27499      0.000000e+00      0.000000e+00      0.000000e+00
       27500      0.000000e+00      0.000000e+00      0.000000e+00
       27501      0.000000e+00      0.000000e+00      0.000000e+00
       27502      0.000000e+00      0.000000e+00      0.000000e+00
       27503      0.000000e+00      0.000000e+00      0.000000e+00
       27504      0.000000e+00      0.000000e+00      0.000000e+00
       27505      0.000000e+00      0.000000e+00      0.000000e+00
       27506      0.000000e+00      0.000000e+00      0.000000e+00
       27507      0.000000e+00      0.000000e+00      0.000000e+00
       27508      0.000000e+00      0.000000e+00      0.000000e+00
       27509      0.000000e+00      0.000000e+00      0.000000e+00
       27510      0.000000e+00      0.000000e+00      0.000000e+00
       27511      0.000000e+00      0.000000e+00      0.000000e+00
       27512      0.000000e+00      0.000000e+00      0.000000e+00
       27513      0.000000e+00      0.000000e+00      0.000000e+00
       27514      0.000000e+00      0.000000e+00      0.000000e+00
       27515      0.000000e+00      0.000000e+00      0.000000e+00
       27516      0.000000e+00      0.000000e+00      0.000000e+00
       27517      0.000000e+00      0.000000e+00      0.000000e+00
       27518      0.000000e+00      0.000000e+00      0.000000e+00
       27519      0.000000e+00      0.000000e+00      0.000000e+00
       27520      0.000000e+00      0.000000e+00      0.000000e+00
       27521      0.000000e+00      0.000000e+00      0.000000e+00
       27522      0.000000e+00      0.000000e+00      0.000000e+00
       27523      0.000000e+00      0.000000e+00      0.000000e+00
       27524      0.000000e+00      0.000000e+00      0.000000e+00
       27525      0.000000e+00      0.000000e+00      0.000000e+00
       27526      0.000000e+00      0.000000e+00      0.000000e+00
       27527      0.000000e+00      0.000000e+00      0.000000e+00
       27528      0.000000e+00      0.000000e+00      0.000000e+00
       27529      0.000000e+00      0.000000e+00      0.000000e+00
       27530      0.000000e+00      0.000000e+00      0.000000e+00
       27531      0.000000e+00      0.000000e+00      0.000000e+00
       27532      0.000000e+00      0.000000e+00      0.000000e+00
       27533      0.000000e+00      0.000000e+00      0.000000e+00
       27534      0.000000e+00      0.000000e+00      0.000000e+00
       27535      0.000000e+00      0.000000e+00      0.000000e+00
       27536      0.000000e+00      0.000000e+00      0.000000e+00
       27537      0.000000e+00      0.000000e+00      0.000000e+00
       27538      0.000000e+00      0.000000e+00      0.000000e+00
       27539      0.000000e+00      0.000000e+00      0.000000e+00
       27540      0.000000e+00      0.000000e+00      0.000000e+00
       27541      0.000000e+00      0.000000e+00      0.000000e+00
       27542      0.000000e+00      0.000000e+00      0.000000e+00
       27543      0.000000e+00      0.000000e+00      0.000000e+00
       27544      0.000000e+00      0.000000e+00      0.000000e+00
       27545      0.000000e+00      0.000000e+00      0.000000e+00
       27546      0.000000e+00      0.000000e+00      0.000000e+00
       27547      0.000000e+00      0.000000e+00      0.000000e+00
       27548      0.000000e+00      0.000000e+00      0.000000e+00
       27549      0.000000e+00      0.000000e+00      0.000000e+00
       27550      0.000000e+00      0.000000e+00      0.000000e+00
       27551      0.000000e+00      0.000000e+00      0.000000e+00
       27552      0.000000e+00      0.000000e+00      0.000000e+00
       27553      0.000000e+00      0.000000e+00      0.000000e+00
       27554      0.000000e+00      0.000000e+00      0.000000e+00
       27555      0.000000e+00      0.000000e+00      0.000000e+00
       27556      0.000000e+00      0.000000e+00      0.000000e+00
       27557      0.000000e+00      0.000000e+00      0.000000e+00
       27558      0.000000e+00      0.000000e+00      0.000000e+00
       27559      0.000000e+00      0.000000e+00      0.000000e+00
       27560      0.000000e+00      0.000000e+00      0.000000e+00
       27561      0.000000e+00      0.000000e+00      0.000000e+00
       27562      0.000000e+00      0.000000e+00      0.000000e+00
       27563      0.000000e+00      0.000000e+00      0.000000e+00
       27564      0.000000e+00      0.000000e+00      0.000000e+00
       27565      0.000000e+00      0.000000e+00      0.000000e+00
       27566      0.000000e+00      0.000000e+00      0.000000e+00
       27567      0.000000e+00      0.000000e+00      0.000000e+00
       27568      0.000000e+00      0.000000e+00      0.000000e+00
       27569      0.000000e+00      0.000000e+00      0.000000e+00
       27570      0.000000e+00      0.000000e+00      0.000000e+00
       27571      0.000000e+00      0.000000e+00      0.000000e+00
       27572      0.000000e+00      0.000000e+00      0.000000e+00
       27573      0.000000e+00      0.000000e+00      0.000000e+00
       27574      0.000000e+00      0.000000e+00      0.000000e+00
       27575      0.000000e+00      0.000000e+00      0.000000e+00
       27576      0.000000e+00      0.000000e+00      0.000000e+00
       27577      0.000000e+00      0.000000e+00      0.000000e+00
       27578      0.000000e+00      0.000000e+00      0.000000e+00
       27579      0.000000e+00      0.000000e+00      0.000000e+00
       27580      0.000000e+00      0.000000e+00      0.000000e+00
       27581      0.000000e+00      0.000000e+00      0.000000e+00
       27582      0.000000e+00      0.000000e+00      0.000000e+00
       27583      0.000000e+00      0.000000e+00      0.000000e+00
       27584      0.000000e+00      0.000000e+00      0.000000e+00
       27585      0.000000e+00      0.000000e+00      0.000000e+00
       27586      0.000000e+00      0.000000e+00      0.000000e+00
       27587      0.000000e+00      0.000000e+00      0.000000e+00
       27588      0.000000e+00      0.000000e+00      0.000000e+00
       27589      0.000000e+00      0.000000e+00      0.000000e+00
       27590      0.000000e+00      0.000000e+00      0.000000e+00
       27591      0.000000e+00      0.000000e+00      0.000000e+00
       27592      0.000000e+00      0.000000e+00      0.000000e+00
       27593      0.000000e+00      0.000000e+00      0.000000e+00
       27594      0.000000e+00      0.000000e+00      0.000000e+00
       27595      0.000000e+00      0.000000e+00      0.000000e+00
       27596      0.000000e+00      0.000000e+00      0.000000e+00
       27597      0.000000e+00      0.000000e+00      0.000000e+00
       27598      0.000000e+00      0.000000e+00      0.000000e+00
       27599      0.000000e+00      0.000000e+00      0.000000e+00
       27600      0.000000e+00      0.000000e+00      0.000000e+00
       27601      0.000000e+00      0.000000e+00      0.000000e+00
       27602      0.000000e+00      0.000000e+00      0.000000e+00
       27603      0.000000e+00      0.000000e+00      0.000000e+00
       27604      0.000000e+00      0.000000e+00      0.000000e+00
       27605      0.000000e+00      0.000000e+00      0.000000e+00
       27606      0.000000e+00      0.000000e+00      0.000000e+00
       27607      0.000000e+00      0.000000e+00      0.000000e+00
       27608      0.000000e+00      0.000000e+00      0.000000e+00
       27609      0.000000e+00      0.000000e+00      0.000000e+00
       27610      0.000000e+00      0.000000e+00      0.000000e+00
       27611      0.000000e+00      0.000000e+00      0.000000e+00
       27612      0.000000e+00      0.000000e+00      0.000000e+00
       27613      0.000000e+00      0.000000e+00      0.000000e+00
       27614      0.000000e+00      0.000000e+00      0.000000e+00
       27615      0.000000e+00      0.000000e+00      0.000000e+00
       27616      0.000000e+00      0.000000e+00      0.000000e+00
       27617      0.000000e+00      0.000000e+00      0.000000e+00
       27618      0.000000e+00      0.000000e+00      0.000000e+00
       27619      0.000000e+00      0.000000e+00      0.000000e+00
       27620      0.000000e+00      0.000000e+00      0.000000e+00
